,participant_id,condition,imageid,headline,before_AI_Real_Fake,confidence_rating_before_AI,with_AI_Real_Fake,confidence_rating_with_AI,ground_truth_with_AI,with_AI_seen_before,after_AI_ground_truth,after_AI_Real_Fake,confidence_rating_after_AI
280,677fea44f0780e29406c0f6a,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,67,REAL,67,Real,No,Fake,Fake,70
281,677fea44f0780e29406c0f6a,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,92,FAKE,92,Fake,No,Fake,Fake,49
282,677fea44f0780e29406c0f6a,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,52,FAKE,52,Fake,No,Real,Fake,65
283,677fea44f0780e29406c0f6a,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,57,REAL,57,Real,No,Real,Fake,50
284,6784ea5cf89f784e621ac9fa,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,70
285,6784ea5cf89f784e621ac9fa,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,91,REAL,91,Real,No,Fake,Fake,90
286,6784ea5cf89f784e621ac9fa,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,75,FAKE,75,Fake,No,Real,Real,90
287,6784ea5cf89f784e621ac9fa,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,96,REAL,96,Real,No,Real,Fake,61
288,67884b1aa6c55d9dd2388778,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,100
289,67884b1aa6c55d9dd2388778,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,87
290,67884b1aa6c55d9dd2388778,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Real,65
291,67884b1aa6c55d9dd2388778,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,50
292,6789a3633d3d26346e189cc0,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Real,63
293,6789a3633d3d26346e189cc0,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Fake,Real,71
294,6789a3633d3d26346e189cc0,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,Yes,Real,Fake,62
295,6789a3633d3d26346e189cc0,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Real,78
296,67914a71e31261f2ae882759,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,90,FAKE,90,Fake,No,Fake,Fake,90
297,67914a71e31261f2ae882759,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,85,FAKE,85,Fake,No,Fake,Fake,57
298,67914a71e31261f2ae882759,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,Yes,Real,Real,77
299,67914a71e31261f2ae882759,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,Real,No,Real,Real,55
300,6791a8549ed23cc3997dd33a,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Fake,50
301,6791a8549ed23cc3997dd33a,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,90,REAL,90,Real,No,Fake,Fake,100
302,6791a8549ed23cc3997dd33a,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,80,REAL,80,Fake,No,Real,Real,90
303,6791a8549ed23cc3997dd33a,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,90,FAKE,90,Fake,No,Real,Fake,50
304,679a7b94aea987a325617cf1,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,95
305,679a7b94aea987a325617cf1,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Fake,Fake,96
306,679a7b94aea987a325617cf1,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Real,Real,60
307,679a7b94aea987a325617cf1,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,95,REAL,95,Real,Yes,Real,Fake,90
308,67b9dca816c05c8ab44e4404,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,70
309,67b9dca816c05c8ab44e4404,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,Yes,Fake,Fake,93
310,67b9dca816c05c8ab44e4404,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,88,REAL,88,Real,No,Real,Real,78
311,67b9dca816c05c8ab44e4404,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,Yes,Real,Real,51
312,67c0c81d7a68441d6be8e944,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,81,REAL,81,Real,No,Fake,Fake,32
313,67c0c81d7a68441d6be8e944,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,94,REAL,94,Real,No,Fake,Real,84
314,67c0c81d7a68441d6be8e944,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,36
315,67c0c81d7a68441d6be8e944,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,69,FAKE,69,Fake,No,Real,Real,79
316,67cedbbf4645675edee20cff,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,99,REAL,99,Real,No,Fake,Fake,82
317,67cedbbf4645675edee20cff,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,71
318,67cedbbf4645675edee20cff,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Real,Real,80
319,67cedbbf4645675edee20cff,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Real,82
320,67cf28a2280e7e75fbbacbff,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,40
321,67cf28a2280e7e75fbbacbff,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Fake,Real,19
322,67cf28a2280e7e75fbbacbff,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Real,81
323,67cf28a2280e7e75fbbacbff,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Fake,91
324,67d26f091d1d3ba56b594c7d,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,95,FAKE,95,Fake,No,Fake,Fake,95
325,67d26f091d1d3ba56b594c7d,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,90,REAL,90,Real,No,Fake,Fake,95
326,67d26f091d1d3ba56b594c7d,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,95,REAL,95,Real,No,Real,Real,85
327,67d26f091d1d3ba56b594c7d,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,90,FAKE,90,Fake,No,Real,Real,90
328,67d29a840debd6b228515177,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,72
329,67d29a840debd6b228515177,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,Yes,Fake,Fake,86
330,67d29a840debd6b228515177,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Real,Real,87
331,67d29a840debd6b228515177,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Real,50
332,67d48133208e9bbe96dc6761,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,80,FAKE,80,Fake,No,Fake,Fake,94
333,67d48133208e9bbe96dc6761,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,87,REAL,87,Real,No,Fake,Fake,96
334,67d48133208e9bbe96dc6761,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,93,REAL,93,Real,No,Real,Real,97
335,67d48133208e9bbe96dc6761,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,93,FAKE,93,Fake,No,Real,Real,91
336,67da33c4bf8b1833da2d333d,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Fake,Fake,94
337,67da33c4bf8b1833da2d333d,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,REAL,100,REAL,100,Fake,No,Fake,Fake,79
338,67da33c4bf8b1833da2d333d,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,100,FAKE,100,Fake,No,Real,Real,92
339,67da33c4bf8b1833da2d333d,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Real,Fake,100
340,67e0870d582edce0a2764d1f,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
341,67e0870d582edce0a2764d1f,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,100,REAL,100,Real,No,Fake,Fake,80
342,67e0870d582edce0a2764d1f,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Real,Real,70
343,67e0870d582edce0a2764d1f,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,85
344,67e184908b8cd53c87ac90a2,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,No,Fake,Real,50
345,67e184908b8cd53c87ac90a2,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,100,REAL,100,Fake,No,Fake,Real,100
346,67e184908b8cd53c87ac90a2,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Fake,100
347,67e184908b8cd53c87ac90a2,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Real,81
348,67e42264dcb48e795254b422,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,100,REAL,100,Fake,No,Fake,Fake,100
349,67e42264dcb48e795254b422,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,100
350,67e42264dcb48e795254b422,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Real,100
351,67e42264dcb48e795254b422,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,88,REAL,88,Real,No,Real,Fake,100
352,67e70a61f963fecfc78db7ab,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,89,REAL,89,Real,No,Fake,Fake,60
353,67e70a61f963fecfc78db7ab,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,79,FAKE,79,Fake,No,Fake,Fake,81
354,67e70a61f963fecfc78db7ab,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,77,FAKE,77,Fake,No,Real,Real,50
355,67e70a61f963fecfc78db7ab,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,76,REAL,76,Real,No,Real,Fake,50
356,67e95b4ce056cb97ac8a5c21,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,90,FAKE,90,Fake,Yes,Fake,Fake,90
357,67e95b4ce056cb97ac8a5c21,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,17,FAKE,17,Fake,Yes,Fake,Fake,100
358,67e95b4ce056cb97ac8a5c21,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,88,REAL,88,Real,Yes,Real,Real,100
359,67e95b4ce056cb97ac8a5c21,2,6,"Shaun Donovan, center, with then-President Barack Obama in 2014. Mr. Donovan also worked for former Mayor Michael R. Bloomberg, running New York Citys housing department.",REAL,91,REAL,91,Real,Yes,Real,Real,100
360,67ed8799d312ce968a00692b,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,77,FAKE,77,Fake,No,Fake,Fake,100
361,67ed8799d312ce968a00692b,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,100,REAL,100,Real,Yes,Fake,Real,82
362,67ed8799d312ce968a00692b,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,No,Real,Fake,95
363,67ed8799d312ce968a00692b,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Fake,72
364,67ef0f3de25a0d80c262ee97,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,84,REAL,84,Real,No,Fake,Fake,100
365,67ef0f3de25a0d80c262ee97,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,89,REAL,89,Real,Yes,Fake,Fake,92
366,67ef0f3de25a0d80c262ee97,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,100,FAKE,100,Fake,Yes,Real,Real,69
367,67ef0f3de25a0d80c262ee97,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,65,FAKE,65,Fake,No,Real,Real,85
368,67f2b914d702155cbc0a3a2c,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,Yes,Fake,Fake,70
369,67f2b914d702155cbc0a3a2c,2,0,Lebanese Civil Defense officers celebrate the crash of the Ethiopian Airlines plane near Beirut airport on Monday.,FAKE,100,FAKE,100,Fake,No,Fake,Fake,80
370,67f2b914d702155cbc0a3a2c,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,100,REAL,100,Real,No,Real,Fake,40
371,67f2b914d702155cbc0a3a2c,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",REAL,100,REAL,100,Fake,No,Real,Fake,80
372,67f2fbc77b115d1edb94ef11,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,67,FAKE,67,Fake,No,Fake,Fake,61
373,67f2fbc77b115d1edb94ef11,2,5,"Aleksei A. Navalny, left, in a Moscow courtroom on Saturday.",REAL,65,REAL,65,Real,No,Fake,Real,51
374,67f2fbc77b115d1edb94ef11,2,1,"The World Economic Forum in Davos, Switzerland, is a gathering of the world's wealthiest to discuss further exploitation of global financial systems.",FAKE,52,FAKE,52,Fake,No,Real,Fake,50
375,67f2fbc77b115d1edb94ef11,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,60,REAL,60,Real,No,Real,Real,62
376,6832419ec81a26698b331047,2,3,Stecy Antoine and Reina Boaz exploit a vulnerable Haitian woman at a legal clinic in New York on Thursday.,FAKE,70,FAKE,70,Fake,Yes,Fake,Fake,62
377,6832419ec81a26698b331047,2,4,"Voting on Sunday in the village of Besh-Kungey, Kyrgyzstan. The former Soviet republic has a history of political instability.",REAL,86,REAL,86,Real,No,Fake,Real,80
378,6832419ec81a26698b331047,2,7,Wreckage recovered from T.W.A. Flight 800 was assembled inside a hangar on Long Island in 1997.,REAL,100,REAL,100,Real,No,Real,Real,65
379,6832419ec81a26698b331047,2,2,Supporters of President Mahinda Rajapaksa of Sri Lanka staged violent protests in Colombo after election officials declared him defeated in the elections.,FAKE,78,FAKE,78,Fake,No,Real,Real,83
