participant_id,condition,week,imageid,time_point,accuracy,belief,confidence,ground_truth,seen,ai_usage,ai_image_usage,ai_literacy
5deb341d35575a2547b1f85a,Persuasive,0,8,with,1,0,70,fake,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,108,after,1,0,26,fake,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,4,before,1,1,58,real,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,4,with,1,1,74,real,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,104,after,0,0,32,real,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,9,before,0,0,45,real,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,9,with,1,1,68,real,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,109,after,1,1,41,real,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,0,before,1,0,89,fake,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,0,with,1,0,91,fake,False,Once a month,Never,5.0
5deb341d35575a2547b1f85a,Persuasive,0,100,after,1,0,39,fake,False,Once a month,Never,5.0
5dee265613911c4bb3c0ac7e,Critical Thinking,0,6,before,1,1,80,real,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,6,with,0,0,100,real,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,106,after,1,1,60,real,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,4,before,1,1,80,real,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,4,with,0,0,100,real,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,104,after,0,0,100,real,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,1,before,1,0,100,fake,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,1,with,1,0,100,fake,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,101,after,1,0,100,fake,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,7,before,1,0,80,fake,False,Once a week,Never,4.166666666666667
5dee265613911c4bb3c0ac7e,Critical Thinking,0,7,with,1,0,100,fake,False,Once a week,Never,4.166666666666667
