label,slope_pp_per_step,lower_pp,upper_pp,p_value
FAKE,-12.87633163501619,-18.12860394752595,-7.624059322506427,2.326507051496025e-6
REAL,-1.506665614893131,-7.500053323571318,4.486722093785056,0.6210164309228967
